"","sample_name","cluster_color","cluster_order","cluster_label","class_color","class_order","class_label","subclass_color","subclass_order","subclass_label","full_genotype_label","donor_sex_label","region_label","cortical_layer_label","cell_type_accession_label","external_donor_name_label"
"F1S4_160831_006_B01","F1S4_160831_006_B01","#945E51",5,"Inh L1-6 LAMP5 CA13","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","MTG","L1","CS1910121005","H200.1030"
"F1S4_160831_086_H01","F1S4_160831_086_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L4","CS1910121116","H200.1030"
"F1S4_160902_009_C01","F1S4_160902_009_C01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L2","CS1910121062","H200.1030"
"F1S4_160902_009_H01","F1S4_160902_009_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L2","CS1910121120","H200.1030"
"F1S4_160831_088_G01","F1S4_160831_088_G01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","MTG","L4","CS1910121003","H200.1030"
"F1S4_160831_111_B01","F1S4_160831_111_B01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L5","CS1910121048","H200.1030"
"F1S4_160831_111_D01","F1S4_160831_111_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","MTG","L5","CS1910121098","H200.1030"
"F1S4_160831_111_G01","F1S4_160831_111_G01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L5","CS1910121087","H200.1030"
"F1S4_160902_038_C01","F1S4_160902_038_C01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","MTG","L3","CS1910121040","H200.1030"
"F1S4_160902_016_C01","F1S4_160902_016_C01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L2","CS1910121049","H200.1030"
"F1S4_160831_014_C01","F1S4_160831_014_C01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L2","CS1910121011","H200.1030"
"F1S4_160831_054_E01","F1S4_160831_054_E01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","MTG","L3","CS1910121003","H200.1030"
"F1S4_160902_075_G01","F1S4_160902_075_G01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L4","CS1910121049","H200.1030"
"F1S4_160902_075_H01","F1S4_160902_075_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L4","CS1910121116","H200.1030"
"F1S4_160831_094_E01","F1S4_160831_094_E01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L4","CS1910121048","H200.1030"
"F1S4_160831_094_H01","F1S4_160831_094_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L4","CS1910121111","H200.1030"
"F1S4_160902_019_H01","F1S4_160902_019_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L2","CS1910121120","H200.1030"
"F1S4_160831_057_H01","F1S4_160831_057_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","MTG","L3","CS1910121117","H200.1030"
"F1S4_160902_021_A01","F1S4_160902_021_A01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L2","CS1910121062","H200.1030"
"F1S4_160902_022_H01","F1S4_160902_022_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L2","CS1910121111","H200.1030"
"F1S4_160902_008_H01","F1S4_160902_008_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L2","CS1910121116","H200.1030"
"F1S4_160831_076_H01","F1S4_160831_076_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_160831_098_A01","F1S4_160831_098_A01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L4","CS1910121049","H200.1030"
"F1S4_160831_116_A01","F1S4_160831_116_A01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L5","CS1910121048","H200.1030"
"F1S4_160831_117_A01","F1S4_160831_117_A01","#7D49B7",99,"Exc L6 FEZF2 P4HA3","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","MTG","L5","CS1910121099","H200.1030"
"F1S4_160902_025_A01","F1S4_160902_025_A01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L2","CS1910121062","H200.1030"
"F1S4_160831_063_F01","F1S4_160831_063_F01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121062","H200.1030"
"F1S4_160831_065_H01","F1S4_160831_065_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_160831_066_H01","F1S4_160831_066_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_160831_108_H01","F1S4_160831_108_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","MTG","L4","CS1910121117","H200.1030"
"F1S4_160831_069_B01","F1S4_160831_069_B01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121062","H200.1030"
"F1S4_160831_120_H01","F1S4_160831_120_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L5","CS1910121114","H200.1030"
"F1S4_160831_037_H01","F1S4_160831_037_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L2","CS1910121120","H200.1030"
"F1S4_160831_039_C01","F1S4_160831_039_C01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","MTG","L2","CS1910121098","H200.1030"
"F1S4_160831_072_G01","F1S4_160831_072_G01","#AC6FC5",26,"Inh L1-3 VIP SSTR1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L3","CS1910121026","H200.1030"
"F1S4_160831_122_G01","F1S4_160831_122_G01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L5","CS1910121062","H200.1030"
"F1S4_160831_123_C01","F1S4_160831_123_C01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","MTG","L5","CS1910121107","H200.1030"
"F1S4_160902_051_H01","F1S4_160902_051_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L3","CS1910121111","H200.1030"
"F1S4_160902_052_B01","F1S4_160902_052_B01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","MTG","L3","CS1910121003","H200.1030"
"F1S4_160831_125_C01","F1S4_160831_125_C01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","MTG","L5","CS1910121102","H200.1030"
"F1S4_160831_126_H01","F1S4_160831_126_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L5","CS1910121114","H200.1030"
"F1S4_160902_055_H01","F1S4_160902_055_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L3","CS1910121111","H200.1030"
"F1S4_160902_099_D01","F1S4_160902_099_D01","#CC7E09",43,"Inh L5-6 SST TH","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","MTG","L4","CS1910121043","H200.1030"
"F1S4_160902_100_F01","F1S4_160902_100_F01","#33AD5C",66,"Exc L3-4 RORB FOLH1B","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L4","CS1910121066","H200.1030"
"F1S4_160902_057_H01","F1S4_160902_057_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","MTG","L3","CS1910121117","H200.1030"
"F1S4_160902_059_H01","F1S4_160902_059_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L3","CS1910121120","H200.1030"
"F1S4_160902_061_B01","F1S4_160902_061_B01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","MTG","L3","CS1910121049","H200.1030"
"F1S4_160902_062_H01","F1S4_160902_062_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_160902_063_F01","F1S4_160902_063_F01","#0E9797",67,"Exc L3-4 RORB SEMA6D","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121067","H200.1030"
"F1S4_160106_037_C01","F1S4_160106_037_C01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","MTG","L1","CS1910121107","H200.1030"
"F1S4_160106_038_A01","F1S4_160106_038_A01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121112","H200.1030"
"F1S4_160106_039_A01","F1S4_160106_039_A01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121112","H200.1030"
"F1S4_160106_039_C01","F1S4_160106_039_C01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121011","H200.1030"
"F1S4_160106_039_E01","F1S4_160106_039_E01","#CC6FF1",16,"Inh L1 SST CXCL14","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L1","CS1910121016","H200.1030"
"F1S4_160106_046_H01","F1S4_160106_046_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L1","CS1910121120","H200.1030"
"F1S4_160902_069_H01","F1S4_160902_069_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L3","CS1910121115","H200.1030"
"F1S4_160902_005_H01","F1S4_160902_005_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L2","CS1910121120","H200.1030"
"F1S4_160721_001_E01","F1S4_160721_001_E01","#B36C76",15,"Inh L1 ADARB2 ADAM33","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L2","CS1910121015","H200.1030"
"F1S4_160106_053_F01","F1S4_160106_053_F01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121009","H200.1030"
"F1S4_160106_055_B01","F1S4_160106_055_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121009","H200.1030"
"F1S4_160106_058_A01","F1S4_160106_058_A01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121111","H200.1030"
"F1S4_160106_059_A01","F1S4_160106_059_A01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121112","H200.1030"
"F1S4_160831_141_B01","F1S4_160831_141_B01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","MTG","L6","CS1910121090","H200.1030"
"F1S4_160106_044_A01","F1S4_160106_044_A01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L1","CS1910121120","H200.1030"
"F1S4_160106_045_A01","F1S4_160106_045_A01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L1","CS1910121120","H200.1030"
"F1S4_160106_045_C01","F1S4_160106_045_C01","#B36C76",15,"Inh L1 ADARB2 ADAM33","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L1","CS1910121015","H200.1030"
"F1S4_160902_068_G01","F1S4_160902_068_G01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","MTG","L3","CS1910121003","H200.1030"
"F1S4_160106_067_H01","F1S4_160106_067_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121111","H200.1030"
"F1S4_160106_069_A01","F1S4_160106_069_A01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L1","CS1910121114","H200.1030"
"F1S4_160106_070_C01","F1S4_160106_070_C01","#F1869C",10,"Inh L1 PAX6 GRIP2","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121010","H200.1030"
"F1S4_160106_071_C01","F1S4_160106_071_C01","#F1869C",10,"Inh L1 PAX6 GRIP2","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121010","H200.1030"
"F1S4_160106_072_C01","F1S4_160106_072_C01","#B563CC",30,"Inh L1-4 VIP CHRNA2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L1","CS1910121030","H200.1030"
"F1S4_161026_001_A01","F1S4_161026_001_A01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","MTG","L1","CS1910121112","H200.1023"
"F1S4_161026_108_E01","F1S4_161026_108_E01","#55C5B3",81,"Exc L5-6 RORB LINC00320","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L5","CS1910121081","H200.1023"
"F1S4_161026_109_F01","F1S4_161026_109_F01","#520AB8",91,"Exc L5-6 THEMIS THTPA","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L5","CS1910121091","H200.1023"
"F1S4_161026_041_B01","F1S4_161026_041_B01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","MTG","L3","CS1910121120","H200.1023"
"F1S4_161026_041_F01","F1S4_161026_041_F01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L3","CS1910121040","H200.1023"
"F1S4_161026_079_H01","F1S4_161026_079_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L4","CS1910121116","H200.1023"
"F1S4_161026_112_B01","F1S4_161026_112_B01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L5","CS1910121041","H200.1023"
"F1S4_161026_145_A01","F1S4_161026_145_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_161026_146_C01","F1S4_161026_146_C01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_161026_113_G01","F1S4_161026_113_G01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L5","CS1910121090","H200.1023"
"F1S4_161026_080_B01","F1S4_161026_080_B01","#AC6FC5",26,"Inh L1-3 VIP SSTR1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","MTG","L4","CS1910121026","H200.1023"
"F1S4_161026_003_D01","F1S4_161026_003_D01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L1","CS1910121009","H200.1023"
"F1S4_161026_003_H01","F1S4_161026_003_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","MTG","L1","CS1910121120","H200.1023"
"F1S4_161026_089_H01","F1S4_161026_089_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","MTG","L4","CS1910121114","H200.1023"
"F1S4_161026_160_A01","F1S4_161026_160_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_161026_160_D01","F1S4_161026_160_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_161026_160_E01","F1S4_161026_160_E01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","MTG","L6","CS1910121006","H200.1023"
"F1S4_161026_137_A01","F1S4_161026_137_A01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L5","CS1910121107","H200.1023"
"F1S4_161026_020_A01","F1S4_161026_020_A01","#E071FF",21,"Inh L1 VIP PCDH20","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","MTG","L2","CS1910121021","H200.1023"
"F1S4_161026_122_H01","F1S4_161026_122_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","MTG","L5","CS1910121114","H200.1023"
"F1S4_161026_014_B01","F1S4_161026_014_B01","#D36FCA",36,"Inh L1-3 VIP GGH","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","MTG","L2","CS1910121036","H200.1023"
"F1S4_161026_048_D01","F1S4_161026_048_D01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L3","CS1910121062","H200.1023"
"F1S4_161026_090_A01","F1S4_161026_090_A01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L4","CS1910121049","H200.1023"
"F1S4_161026_091_E01","F1S4_161026_091_E01","#520AB8",91,"Exc L5-6 THEMIS THTPA","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L4","CS1910121091","H200.1023"
"F1S4_161026_017_E01","F1S4_161026_017_E01","#CC6EF1",27,"Inh L1-2 VIP RPL41P3","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","MTG","L2","CS1910121027","H200.1023"
"F1S4_161026_094_F01","F1S4_161026_094_F01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L4","CS1910121079","H200.1023"
"F1S4_161026_149_F01","F1S4_161026_149_F01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121094","H200.1023"
"F1S4_161026_098_C01","F1S4_161026_098_C01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L4","CS1910121048","H200.1023"
"F1S4_161026_099_G01","F1S4_161026_099_G01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L4","CS1910121049","H200.1023"
"F1S4_161026_099_H01","F1S4_161026_099_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L4","CS1910121116","H200.1023"
"F1S4_161026_128_B01","F1S4_161026_128_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L5","CS1910121107","H200.1023"
"F1S4_161026_128_C01","F1S4_161026_128_C01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L5","CS1910121107","H200.1023"
"F1S4_161026_152_H01","F1S4_161026_152_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","MTG","L6","CS1910121114","H200.1023"
"F1S4_161102_002_G01","F1S4_161102_002_G01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L1","CS1910121009","H200.1023"
"F1S4_161026_103_H01","F1S4_161026_103_H01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"F","MTG","L4","CS1910121119","H200.1023"
"F1S4_161026_105_G01","F1S4_161026_105_G01","#E89C04",38,"Inh L5-6 SST ISOC1","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L4","CS1910121038","H200.1023"
"F1S4_161102_004_F01","F1S4_161102_004_F01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L1","CS1910121009","H200.1023"
"F1S4_161102_004_H01","F1S4_161102_004_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","MTG","L1","CS1910121120","H200.1023"
"F1S4_161102_076_H01","F1S4_161102_076_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","MTG","L4","CS1910121111","H200.1023"
"F1S4_161026_107_G01","F1S4_161026_107_G01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L4","CS1910121011","H200.1023"
"F1S4_161026_129_E01","F1S4_161026_129_E01","#CC7E09",43,"Inh L5-6 SST TH","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L5","CS1910121043","H200.1023"
"F1S4_161102_107_A01","F1S4_161102_107_A01","#D62866",53,"Inh L1-6 PVALB SCUBE3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L5","CS1910121053","H200.1023"
"F1S4_161102_108_D01","F1S4_161102_108_D01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L5","CS1910121041","H200.1023"
"F1S4_161026_132_F01","F1S4_161026_132_F01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L5","CS1910121098","H200.1023"
"F1S4_161026_133_F01","F1S4_161026_133_F01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","MTG","L5","CS1910121003","H200.1023"
"F1S4_161026_025_H01","F1S4_161026_025_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"F","MTG","L2","CS1910121117","H200.1023"
"F1S4_161026_153_F01","F1S4_161026_153_F01","#3195D7",93,"Exc L5-6 FEZF2 ANKRD20A1","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121093","H200.1023"
"F1S4_161026_035_D01","F1S4_161026_035_D01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L2","CS1910121062","H200.1023"
"F1S4_161026_159_B01","F1S4_161026_159_B01","#7C3B2B",45,"Inh L5-6 PVALB FAM150B","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L6","CS1910121045","H200.1023"
"F1S4_161026_159_E01","F1S4_161026_159_E01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121090","H200.1023"
"F1S4_161102_138_F01","F1S4_161102_138_F01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_161026_036_E01","F1S4_161026_036_E01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L2","CS1910121009","H200.1023"
